Issue ID,Issue,Issue description,#Comments,Reported date,Fixed date,DateDiff(Days),Issue Type,Priority,#Contributors
MDL-49489,coursecontacts regularly (unnecessarily?) purging,"We're still working out how best to configure all of the various cache definitions, and I've been looking at how frequently the various cache definitions are purged in a production environment.
When a cache definition is on a memcached server shared with other definitions, purging one definition will purge the others as well, as Memcached can't segregate the various definitions.

It seems the coursecontacts cache regularly purges itself, even though it seems to have fairly simple keys.

The code (/lib/coursecatlib.php @ ~713-718 in 2.8.5) looks like this:
{code}
$cacheddata = $cache->get_many(array_merge(array('basic'), array_keys($courses)));
if (...) {
    $cache->purge();
    $cache->set('basic', ...
}
{code}

It seems the keys are all course ids (and 'basic') - so purging a list of course IDs would seem to make more sense, to prevent the purge?

{code}
$cacheddata = $cache->get_many(array_merge(array('basic'), array_keys($courses)));
if (...) {
    $cache->delete_many($DB->get_fieldset_select('course', 'id', ''));
    $cache->set('basic', ...
}
{code}",18,13/3/2015,18/4/2015,36,Bug,Minor,8
MDL-49501,core_message_mark_message_read,"Note that this function is already in the core, and it triggers the message read event",11,14/3/2015,10/4/2015,27,Sub-task,Minor,6
MDL-49573,bulk insert in single view changes activity grades it shouldn't and marks all as overridden.,"The behavior of using bulk insert (in the grader singleview window) doesn't seem correct to me. 

If you have an activity, and have graded some students in the activity (lets say assignment).   Performing a bulk insert on empty grades in single view, will mark every single grade score for that activity as ""overridden"" and set the score on empty grades.  It will also mark the scores graded in the assignment activity as overridden.


create an assignment activity (AA) in a course with students.
grade one of the studnets in the assignment activity
go to the gradebook
launch singleview for that grade item AA (assignment activity)
you should see that all scores are read only
click the checkbox for  ""Perform bulk insert""
enter 12 in the text box
leave pulldown for empty grades
click save. 

now you will see that ALL grade scores have been overridden,
including the one that wasn't empty. 


",31,19/3/2015,18/4/2015,30,Bug,Major,11
MDL-49606,External function core_enrol_get_users_courses should return additional course information,"This information return information about the courses where the user is enrolled, currently it only return basic information (like id, fullname and shortname) but it will be interesting return additional information about the basic public settings of the course.
This will allow WS client implementations to avoid have to do additional requests to course_get_courses external function for retrieving extra information.

Additional information that should be returned:
summary
summaryformat
format
showgrades
lang
enablecompletion",17,21/3/2015,3/4/2015,13,Improvement,Minor,8
MDL-49650,Add a tool to browse templates in the current theme.,"The idea is that a special comment could be added to the template that would mark it as suitable for displaying in the tool. The comment can include sample ""context"" data in json format so that the tool can render the template with some sample content.

This would then allow you to view all the defined templates in a custom theme, or switch languages etc. 

This tool does not necessarily have to be in core (there are mixed opinions on dev tools in core). It can live in plugin land as long as the syntax for the comments is agreed - and added to core templates by default.

This issue supersedes MDL-45828 (Element library).
",18,25/3/2015,15/4/2015,21,Improvement,Minor,6
MDL-49667,Not possible to add freestanding item to settings tree,"While working on MDL-24120 I noticed that there was a bug in navigation logic that as well removed the ""return to XXX user"" link. Even though this link should not have appeared for another reasons, this bug prevented local plugins from adding individual items to the settings menu.

Even though it's a bug I would not recommend backport it

The commit also removes the unreachable ""return to XXX user"" link that was supposed to be removed as part of MDL-23911",21,26/3/2015,19/6/2015,85,Bug,Minor,8
MDL-49854,User navigation code cleanup,"Items that Dan pointed out:

# user/classes/output/myprofile/manager.php - Remove including the lib file 
{code}
// Add core nodes.
$file = $CFG->libdir . ""/myprofilelib.php"";
if (is_readable($file)) {
	require_once($file);
{code}
# grade/report/mygrades.php - Remove MOODLE_INTERNAL and put in a require_login check.
# lib/output*.php - Clear up confusion about $imagedata in the phpdocs, at the moment they don't agree with each other (render class phpdocs).
# course/user.php - perhaps include a developer debug message for the default at the end of the page. Re-word the comment.
",15,15/4/2015,22/4/2015,7,Bug,Minor,7
MDL-49950,'userdetails' lang string is declared twice.,The userdetails lang string in lang/en/moodle.php is declared twice. We can remove one.,14,22/4/2015,4/9/2015,135,Improvement,Minor,6
MDL-49981,There is no way to get to my badges page.,"With Navigation overhaul change it is not possible to reach [my badges page|http://qa.moodle.net/badges/mybadges.php], hence user can't download all badges anymore.

It was observed by Fernando, while testing MDLQA-8041.


 ",10,24/4/2015,29/4/2015,5,Bug,Blocker,5
MDL-50066,Unable to deprecate string from lang/en/moodle.php,Thanks to John for pointing it out!,9,1/5/2015,6/5/2015,5,Bug,Minor,6
MDL-50116,crawler and browserkit warnings on php >=5.5.24 and >=5.6.3,"While running behat with @enrol tag, crawler warnings are being displayed.

",20,6/5/2015,22/5/2015,16,Bug,Major,5
MDL-50408,Deprecation of sql_select_reader completely breaks code that uses it,"Some code taken from https://github.com/mudrd8mz/moodle-report_overviewstats.git
{code}
$logmanger = get_log_manager();
$readers = $logmanger->get_readers('\core\log\sql_select_reader');
{code}

From lib/upgrade.txt
{quote}
* sql_internal_reader and sql_select_reader interfaces have been deprecated in favour of sql_internal_table_reader
  and sql_reader which use iterators to be more memory efficient.
{quote}
\core\log\sql_select_reader has been deprecated in favour of \core\log\sql_reader.

The problem is that get_readers() now returns an empty array. No deprecation warning telling you to update the code, it doesn't return the old class but it also doesn't give me the new class, just an empty array. So even though the class has been deprecated rather than outright removed the code that uses it is entirely broken without any clue as to why exactly.",22,30/5/2015,13/6/2015,14,Bug,Major,8
MDL-50460,Profile image on dashboard overlays docked blocks,"Steps to reproduce:
# Go to your dashboard or profile page in 2.9
# Dock a block
# Hover your cursor over that docked block to see its contents and perhaps to undock it
# You will see the large profile image is on top of the block, affecting visibility.

I am attaching a couple of example screenshots of what I mean.",23,4/6/2015,26/6/2015,22,Bug,Major,10
MDL-50532,Not possible to remove scheduled tasks without resorting to upgrade.php,reset_scheduled_tasks_for_component() is missing the logic to remove scheduled tasks which means that you cannot delete scheduled tasks and cron sometimes gets upset.,11,10/6/2015,6/8/2015,57,Bug,Minor,6
MDL-50535,Can't save a grade to pass value for some activities when ratings not enabled,If you are creating/editing a forum and place a valid value in the 'Grade to pass' input and save then re-edit the forum you will notice that there is no value in the 'Grade to pass' input.,20,10/6/2015,31/7/2015,51,Bug,Minor,9
MDL-50612,'Grade to pass' setting under RSS on glossary and database edit activity pages,"Steps to reproduce:

# Enable RSS feeds in advanced features
# Enable RSS feeds for database and glossary activities
# Go into a course and add a new database activity and a new glossary activity

Surprisingly, for both activities, the 'Grade to pass' setting can be found in the section 'RSS'.",19,17/6/2015,23/7/2015,36,Bug,Major,7
MDL-50633,Error Install Moodle 2.x on MySql 5.7.x   ,"When try to install Moodle 2.x or superior, Using MySql 5.7.5 or superior you get an error:

----------------
Debug info: Unknown system variable 'storage_engine'
SELECT @@storage_engine
[NULL]
Error code: dmlreadexception
--------------

The error happen because moodle try to read the DataBase engine using a variable not present on MySql 5.7.5 or superior.

Solution:

From:  ./lib/dml/mysqli_native_moodle_database.php
On section:
{code}
   // get the default database engine
        $sql = ""SELECT @@storage_engine"";
        $this->query_start($sql, NULL, SQL_QUERY_AUX);
        $result = $this->mysqli->query($sql);
        $this->query_end($result);
        if ($rec = $result->fetch_assoc()) {
            $engine = $rec['@@storage_engine'];
        }
        $result->close();

        if ($engine === 'MyISAM') {
            // we really do not want MyISAM for Moodle, InnoDB or XtraDB is a reasonable defaults if supported
            $sql = ""SHOW STORAGE ENGINES"";
            $this->query_start($sql, NULL, SQL_QUERY_AUX);
            $result = $this->mysqli->query($sql);
            $this->query_end($result);
            $engines = array();
            while ($res = $result->fetch_assoc()) {
                if ($res['Support'] === 'YES' or $res['Support'] === 'DEFAULT') {
                    $engines[$res['Engine']] = true;
                }
            }
            $result->close();
            if (isset($engines['InnoDB'])) {
                $engine = 'InnoDB';
            }
            if (isset($engines['XtraDB'])) {
                $engine = 'XtraDB';
            }
        }  
{code}
-----------
Change the select for: 
SELECT @@default_storage_engine
----------------


",13,18/6/2015,4/11/2015,139,Bug,Critical,8
